kind,name,classification,availability,evidence_level,confidence,identifier_or_format,inputs_defaults,success_behavior,failure_behavior,dependencies_platform,source_file,source_symbol,source_line,test_evidence,sim_status,parity_gap,feature_id
sampler,exp_heun_2_x0_sde,registered sampling algorithm,active,code-inferred,high,exp_heun_2_x0_sde,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for exp_heun_2_x0_sde.,COMFY-MODEL-0184
sampler,gradient_estimation,registered sampling algorithm,active,code-inferred,high,gradient_estimation,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for gradient_estimation.,COMFY-MODEL-0185
sampler,gradient_estimation_cfg_pp,registered sampling algorithm,active,code-inferred,high,gradient_estimation_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for gradient_estimation_cfg_pp.,COMFY-MODEL-0186
sampler,heun,registered sampling algorithm,active,code-inferred,high,heun,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for heun.,COMFY-MODEL-0187
sampler,heunpp2,registered sampling algorithm,active,code-inferred,high,heunpp2,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for heunpp2.,COMFY-MODEL-0188
sampler,ipndm,registered sampling algorithm,active,code-inferred,high,ipndm,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ipndm.,COMFY-MODEL-0189
sampler,ipndm_v,registered sampling algorithm,active,code-inferred,high,ipndm_v,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ipndm_v.,COMFY-MODEL-0190
sampler,lcm,registered sampling algorithm,active,code-inferred,high,lcm,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for lcm.,COMFY-MODEL-0191
sampler,lms,registered sampling algorithm,active,code-inferred,high,lms,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for lms.,COMFY-MODEL-0192
sampler,res_multistep,registered sampling algorithm,active,code-inferred,high,res_multistep,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for res_multistep.,COMFY-MODEL-0193
sampler,res_multistep_ancestral,registered sampling algorithm,active,code-inferred,high,res_multistep_ancestral,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for res_multistep_ancestral.,COMFY-MODEL-0194
sampler,res_multistep_ancestral_cfg_pp,registered sampling algorithm,active,code-inferred,high,res_multistep_ancestral_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for res_multistep_ancestral_cfg_pp.,COMFY-MODEL-0195
sampler,res_multistep_cfg_pp,registered sampling algorithm,active,code-inferred,high,res_multistep_cfg_pp,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for res_multistep_cfg_pp.,COMFY-MODEL-0196
sampler,sa_solver,registered sampling algorithm,active,code-inferred,high,sa_solver,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for sa_solver.,COMFY-MODEL-0197
sampler,sa_solver_pece,registered sampling algorithm,active,code-inferred,high,sa_solver_pece,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for sa_solver_pece.,COMFY-MODEL-0198
sampler,seeds_2,registered sampling algorithm,active,code-inferred,high,seeds_2,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for seeds_2.,COMFY-MODEL-0199
sampler,seeds_3,registered sampling algorithm,active,code-inferred,high,seeds_3,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for seeds_3.,COMFY-MODEL-0200
sampler,uni_pc,registered sampling algorithm,active,code-inferred,high,uni_pc,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for uni_pc.,COMFY-MODEL-0201
sampler,uni_pc_bh2,registered sampling algorithm,active,code-inferred,high,uni_pc_bh2,"Selected by KSampler sampler_name; consumes model, sigma schedule, noise, conditioning, mask, callback, and seed.",Returns denoised latent samples through the selected k-diffusion/UniPC/DDIM implementation.,Unknown names fail sampler lookup; short schedules return the input noise for adaptive/fast special cases.,"PyTorch and sampler-specific implementation in comfy/k_diffusion, extra_samplers, or comfy/samplers.py.",comfy/samplers.py,SAMPLER_NAMES,970,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for uni_pc_bh2.,COMFY-MODEL-0202
scheduler,beta,registered sigma scheduler,active,test-backed,high,beta,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,tests-unit/assets_test/queries/test_asset_info.py | tests-unit/assets_test/queries/test_tags.py | tests-unit/assets_test/services/test_asset_management.py | tests-unit/assets_test/services/test_ingest.py | tests-unit/assets_test/services/test_tag_histogram.py | tests-unit/assets_test/services/test_tagging.py | tests-unit/assets_test/test_list_filter.py | tests-unit/assets_test/test_metadata_filters.py | tests-unit/assets_test/test_tags_api.py,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for beta.,COMFY-MODEL-0203
scheduler,ddim_uniform,registered sigma scheduler,active,code-inferred,high,ddim_uniform,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for ddim_uniform.,COMFY-MODEL-0204
scheduler,exponential,registered sigma scheduler,active,code-inferred,high,exponential,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for exponential.,COMFY-MODEL-0205
scheduler,karras,registered sigma scheduler,active,code-inferred,high,karras,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for karras.,COMFY-MODEL-0206
scheduler,kl_optimal,registered sigma scheduler,active,code-inferred,high,kl_optimal,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for kl_optimal.,COMFY-MODEL-0207
scheduler,linear_quadratic,registered sigma scheduler,active,code-inferred,high,linear_quadratic,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for linear_quadratic.,COMFY-MODEL-0208
scheduler,normal,registered sigma scheduler,active,test-backed,high,normal,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,tests/execution/testing_nodes/testing-pack/specific_tests.py | tests/inference/graphs/default_graph_sdxl1_0.json,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for normal.,COMFY-MODEL-0209
scheduler,sgm_uniform,registered sigma scheduler,active,code-inferred,high,sgm_uniform,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for sgm_uniform.,COMFY-MODEL-0210
scheduler,simple,registered sigma scheduler,active,code-inferred,high,simple,"Model sampling object, step count, and scheduler-specific sigma limits.",Calculates the sigma tensor used by KSampler.,Unknown scheduler logs and raises ValueError(error invalid scheduler ...).,PyTorch; k-diffusion for karras/exponential/kl-optimal handlers.,comfy/samplers.py,SCHEDULER_HANDLERS,1345,,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native model/device/sampling implementation for simple.,COMFY-MODEL-0211
