schema_name,classification,availability,evidence_level,confidence,fields,required,bases,source_file,source_line,source_symbol,feature_id,test_evidence,used_by,sim_status,parity_gap
TagsAdd,executable Python typed schema,active,code-inferred,high,"tags: list[str] = Field(..., min_length=1)",,BaseModel,app/assets/api/schemas_in.py,212,TagsAdd,COMFY-FORMAT-SCHEMA-0064,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagsAdd.
TagsListQuery,executable Python typed schema,active,code-inferred,high,"prefix: str | None = Field(None, min_length=1, max_length=256) | limit: int = Field(100, ge=1, le=1000) | offset: int = Field(0, ge=0, le=10000000) | order: Literal['count_desc', 'name_asc'] = 'count_desc' | include_zero: bool = True",,BaseModel,app/assets/api/schemas_in.py,194,TagsListQuery,COMFY-FORMAT-SCHEMA-0065,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagsListQuery.
TagsRefineQuery,executable Python typed schema,active,code-inferred,high,"include_tags: list[str] = Field(default_factory=list) | exclude_tags: list[str] = Field(default_factory=list) | name_contains: str | None = None | metadata_filter: dict[str, Any] | None = None | limit: conint(ge=1, le=1000) = 100",,BaseModel,app/assets/api/schemas_in.py,156,TagsRefineQuery,COMFY-FORMAT-SCHEMA-0066,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagsRefineQuery.
UpdateAssetBody,executable Python typed schema,active,code-inferred,high,"name: str | None = None | user_metadata: dict[str, Any] | None = None | preview_id: str | None = None",,BaseModel,app/assets/api/schemas_in.py,105,UpdateAssetBody,COMFY-FORMAT-SCHEMA-0067,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema UpdateAssetBody.
UploadAssetSpec,executable Python typed schema,active,code-inferred,high,"tags: list[str] = Field(default_factory=list) | name: str | None = Field(default=None, max_length=512, description='Display Name') | user_metadata: dict[str, Any] = Field(default_factory=dict) | hash: str | None = Field(default=None) | mime_type: str | None = Field(default=None) | preview_id: str | None = Field(default=None)",,BaseModel,app/assets/api/schemas_in.py,239,UploadAssetSpec,COMFY-FORMAT-SCHEMA-0068,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema UploadAssetSpec.
Asset,executable Python typed schema,active,test-backed,high,"id: str = <required> | name: str = <required> | hash: str | None = None | asset_hash: str | None = None | size: int | None = None | mime_type: str | None = None | tags: list[str] = Field(default_factory=list) | preview_url: str | None = None | preview_id: str | None = None | user_metadata: dict[str, Any] = Field(default_factory=dict) | is_immutable: bool = False | metadata: dict[str, Any] | None = None | job_id: str | None = None | prompt_id: str | None = None | created_at: datetime = <required> | updated_at: datetime = <required> | last_access_time: datetime | None = None",,BaseModel,app/assets/api/schemas_out.py,7,Asset,COMFY-FORMAT-SCHEMA-0069,tests-unit/assets_test/conftest.py | tests-unit/assets_test/helpers.py | tests-unit/assets_test/queries/test_asset.py | tests-unit/assets_test/queries/test_asset_info.py | tests-unit/assets_test/queries/test_asset_reference_keyset.py | tests-unit/assets_test/queries/test_cache_state.py | tests-unit/assets_test/queries/test_metadata.py | tests-unit/assets_test/queries/test_tags.py | tests-unit/assets_test/services/test_asset_management.py | tests-unit/assets_test/services/test_bulk_ingest.py | tests-unit/assets_test/services/test_cursor.py | tests-unit/assets_test/services/test_enrich.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Asset.
AssetsList,executable Python typed schema,active,code-inferred,high,assets: list[Asset] = <required> | total: int = <required> | has_more: bool = <required> | next_cursor: str | None = None,,BaseModel,app/assets/api/schemas_out.py,40,AssetsList,COMFY-FORMAT-SCHEMA-0070,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema AssetsList.
TagHistogram,executable Python typed schema,active,test-backed,high,"tag_counts: dict[str, int] = <required>",,BaseModel,app/assets/api/schemas_out.py,73,TagHistogram,COMFY-FORMAT-SCHEMA-0071,tests-unit/assets_test/services/test_tag_histogram.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagHistogram.
TagUsage,executable Python typed schema,active,code-inferred,high,name: str = <required> | count: int = <required>,,BaseModel,app/assets/api/schemas_out.py,48,TagUsage,COMFY-FORMAT-SCHEMA-0072,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagUsage.
TagsAdd,executable Python typed schema,active,code-inferred,high,added: list[str] = Field(default_factory=list) | already_present: list[str] = Field(default_factory=list) | total_tags: list[str] = Field(default_factory=list),,BaseModel,app/assets/api/schemas_out.py,59,TagsAdd,COMFY-FORMAT-SCHEMA-0073,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagsAdd.
TagsList,executable Python typed schema,active,code-inferred,high,tags: list[TagUsage] = Field(default_factory=list) | total: int = <required> | has_more: bool = <required>,,BaseModel,app/assets/api/schemas_out.py,53,TagsList,COMFY-FORMAT-SCHEMA-0074,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagsList.
TagsRemove,executable Python typed schema,active,code-inferred,high,removed: list[str] = Field(default_factory=list) | not_present: list[str] = Field(default_factory=list) | total_tags: list[str] = Field(default_factory=list),,BaseModel,app/assets/api/schemas_out.py,66,TagsRemove,COMFY-FORMAT-SCHEMA-0075,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema TagsRemove.
CacheStateRow,executable Python typed schema,active,code-inferred,high,reference_id: str = <required> | file_path: str = <required> | mtime_ns: int | None = <required> | needs_verify: bool = <required> | asset_id: str = <required> | asset_hash: str | None = <required> | size_bytes: int | None = <required>,,NamedTuple,app/assets/database/queries/asset_reference.py,598,CacheStateRow,COMFY-FORMAT-SCHEMA-0076,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema CacheStateRow.
UnenrichedReferenceRow,executable Python typed schema,active,test-backed,high,reference_id: str = <required> | asset_id: str = <required> | file_path: str = <required> | enrichment_level: int = <required>,,NamedTuple,app/assets/database/queries/asset_reference.py,934,UnenrichedReferenceRow,COMFY-FORMAT-SCHEMA-0077,tests-unit/seeder_test/test_seeder.py,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema UnenrichedReferenceRow.
AddTagsResult,executable Python typed schema,active,code-inferred,high,added: list[str] = <required> | already_present: list[str] = <required> | total_tags: list[str] = <required>,,,app/assets/database/queries/tags.py,27,AddTagsResult,COMFY-FORMAT-SCHEMA-0078,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema AddTagsResult.
RemoveTagsResult,executable Python typed schema,active,code-inferred,high,removed: list[str] = <required> | not_present: list[str] = <required> | total_tags: list[str] = <required>,,,app/assets/database/queries/tags.py,34,RemoveTagsResult,COMFY-FORMAT-SCHEMA-0079,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RemoveTagsResult.
SetTagsResult,executable Python typed schema,active,code-inferred,high,added: list[str] = <required> | removed: list[str] = <required> | total: list[str] = <required>,,,app/assets/database/queries/tags.py,41,SetTagsResult,COMFY-FORMAT-SCHEMA-0080,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema SetTagsResult.
_AssetAccumulator,executable Python typed schema,active,code-inferred,high,hash: str | None = <required> | size_db: int = <required> | refs: list[_RefInfo] = <required>,,TypedDict,app/assets/scanner.py,54,_AssetAccumulator,COMFY-FORMAT-SCHEMA-0081,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema _AssetAccumulator.
_RefInfo,executable Python typed schema,active,code-inferred,high,ref_id: str = <required> | file_path: str = <required> | exists: bool = <required> | stat_unchanged: bool = <required> | needs_verify: bool = <required>,,TypedDict,app/assets/scanner.py,46,_RefInfo,COMFY-FORMAT-SCHEMA-0082,,Search route/node/external-endpoint catalogs and source references by schema name.,missing,No Comfy-specific Sim implementation exists for this contract.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema _RefInfo.
