path,classification,feature_ids,coverage_disposition,reason
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressTerminalPresets.test.ts,test-only,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressTerminalPresets.ts,production,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressViewModel.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressWeights.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/progressWeights.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/rendererBootstrap.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/snapshots.ts,production,COMFY-DESKTOP-121,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/stopWarning.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/supportUrl.ts,production,COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/telemetry.test.ts,test-only,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/telemetry.ts,production,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/uiTiming.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/useAppLocale.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/variants.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/lib/variants.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/ComfyLifecycleView.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/ComfyLifecycleView.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/PanelApp.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/PanelApp.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/e2eRendererHooks.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/main.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/useChooserHandoff.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/useFirstUseChain.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/useFirstUseChain.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/panel/usePanelOverlays.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/downloadStore.test.ts,test-only,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/downloadStore.ts,production,COMFY-DESKTOP-136,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/installationStore.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/installationStore.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/progressStore.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/progressStore.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/sessionStore.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/stores/sessionStore.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/types/context-menu.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/types/installation.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/types/ipc.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/utils/fuzzyMatch.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/views/ChooserView.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/views/ChooserView.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/views/ConsoleModal.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/DetailModal.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/views/FirstUseTakeover.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/views/InstallWizardModal.test.ts,test-only,COMFY-DESKTOP-001;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/InstallWizardModal.vue,production,COMFY-DESKTOP-001;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/LoadSnapshotModal.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/ManageInstallModal.vue,production,COMFY-DESKTOP-001;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-117AF36C58B5,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-117AF36C58B5; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/MigrateConfirmTakeover.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/views/ProgressModal.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/ProgressModal.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/QuickInstallModal.vue,production,COMFY-DESKTOP-001;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/TrackModal.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/TrackModal.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/chooser/ChooserInstallTile.vue,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/chooser/chooser-tiles.css,asset,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsBuilderField.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsBuilderField.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-9FF99F7CBB57,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-9FF99F7CBB57; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsBuilderPage.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsBuilderPage.vue,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsRawInput.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-A878BB29BC52,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A878BB29BC52; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/BooleanToggle.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-2110E7FDB878,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-2110E7FDB878; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ChannelPicker.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-018409E4A585,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-018409E4A585; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ConsoleTerminalPane.test.ts,test-only,COMFY-DESKTOP-091;COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ConsoleTerminalPane.vue,production,COMFY-DESKTOP-091;COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/EnvVarsField.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-A1C557B68D67,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A1C557B68D67; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ExtraModelPathsModal.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-96D5F90D2BA7,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-96D5F90D2BA7; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/MoreMenu.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-58AFBA10D2B6,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-58AFBA10D2B6; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/PathField.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/PathField.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-A4115871315B,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A4115871315B; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SettingsSectionList.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SettingsSectionList.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-0EF8EEACF161,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-0EF8EEACF161; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotRow.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-97672F2EBEE1,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-97672F2EBEE1; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.test.ts,test-only,COMFY-DESKTOP-121;COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/StatusFactPanel.test.ts,test-only,COMFY-DESKTOP-149;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/StatusFactPanel.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-A7B1C36F9451,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A7B1C36F9451; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/StorageDirRow.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-D4C7CC0B0BBC,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-D4C7CC0B0BBC; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/StoragePane.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/StoragePane.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-RENDERER-635C921F0D2C,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-635C921F0D2C; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/shared/colorLuminance.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.test.ts,test-only,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts,production,COMFY-DESKTOP-167,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/shared/errorBucket.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/firstUseMode.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/shared/firstUseMode.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/navigation/navDecision.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/shared/navigation/navDecision.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/operationStatus.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/piiScrub.test.ts,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/shared/piiScrub.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/posthogConfig.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/terminalShortcuts.test.ts,test-only,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/shared/terminalShortcuts.ts,production,COMFY-DESKTOP-091,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/shared/testIds.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/shared/viewKind.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/types/ipc.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/todesktop.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/tsconfig.comfy-desktop-bridge-types.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/tsconfig.e2e.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/tsconfig.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/tsconfig.node.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/tsconfig.test.json,test-only,COMFY-DESKTOP-174,mapped,Mapped to the shared desktop service/bridge contract; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/tsconfig.vitest-integration.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/tsconfig.web.json,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/vitest.config.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/vitest.integration.config.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/vitest.setup.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
