node_identifier,class_name,display_name,category,product,classification,availability,evidence_level,confidence,schema_api,schema_source,inputs,outputs,input_is_list,output_is_list,lazy_inputs,output_node,execution_function,validation,caching,change_detection,execution_blocking,error_behavior,source_file,source_symbol,source_line,test_evidence,registration_evidence,feature_id
LoadLatent,LoadLatent,Load Latent,model/latent,ComfyUI,built-in node,active,code-inferred,high,V1,"nodes.py:LoadLatent.INPUT_TYPES @classmethod def INPUT_TYPES(s): input_dir = folder_paths.get_input_directory() files = [f for f in os.listdir(input_dir) if os.path.isfile(os.path.join(input_dir, f)) and f.endswith('.latent')] return {'required': {'latent': [sorted(files)]}} | nodes.py:LoadLatent.RETURN_TYPES=('LATENT',) | nodes.py:LoadLatent.FUNCTION='load'","@classmethod def INPUT_TYPES(s): input_dir = folder_paths.get_input_directory() files = [f for f in os.listdir(input_dir) if os.path.isfile(os.path.join(input_dir, f)) and f.endswith('.latent')] return {'required': {'latent': [sorted(files)]}}","('LATENT',)",False,False,False,False,load,custom validator plus executor schema/type/range validation,custom IS_CHANGED/fingerprint_inputs plus executor cache policy,custom change detection,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,nodes.py,LoadLatent,553,,NODE_CLASS_MAPPINGS,COMFY-NODE-0344
LoadMediaPipeFaceLandmarker,LoadMediaPipeFaceLandmarker,Load Face Detection Model (MediaPipe),model/loaders,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='LoadMediaPipeFaceLandmarker', search_aliases=['face', 'facial', 'mediapipe', 'face landmark', 'face mesh', 'blazeface', 'face detection'], display_name='Load Face Detection Model (MediaPipe)', category='model/loaders', inputs=[io.Combo.Input('model_name', options=folder_paths.get_filename_list('detection'), tooltip='Face detection model from models/detection/.')], outputs=[FaceDetectionType.Output()])",io.Combo.Input:model_name(options=folder_paths.get_filename_list('detection')),FaceDetectionType.Output:,False,[false],False,False,LoadMediaPipeFaceLandmarker.execute (comfy_extras/nodes_mediapipe.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_mediapipe.py,LoadMediaPipeFaceLandmarker,198,,ComfyExtension.get_node_list,COMFY-NODE-0345
LoadMoGeModel,LoadMoGeModel,Load MoGe Model,model/loaders,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='LoadMoGeModel', display_name='Load MoGe Model', category='model/loaders', inputs=[io.Combo.Input('model_name', options=folder_paths.get_filename_list('geometry_estimation'))], outputs=[MoGeModelType.Output()])",io.Combo.Input:model_name(options=folder_paths.get_filename_list('geometry_estimation')),MoGeModelType.Output:,False,[false],False,False,LoadMoGeModel.execute (comfy_extras/nodes_moge.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_moge.py,LoadMoGeModel,63,,ComfyExtension.get_node_list,COMFY-NODE-0346
LoadTrainingDataset,LoadTrainingDataset,Load Training Dataset,model/training,ComfyUI,built-in node,experimental,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='LoadTrainingDataset', search_aliases=['import dataset', 'training data'], display_name='Load Training Dataset', category='model/training', description='Load encoded training dataset (latents + conditioning) from disk for use in training.', is_experimental=True, inputs=[io.String.Input('folder_name', default='training_dataset', tooltip='Name of folder containing the saved dataset (inside output directory).')], outputs=[io.Latent.Output(display_name='latents', is_output_list=True, tooltip='List of latent dicts'), io.Conditioning.Output(display_name='conditioning', is_output_list=True, tooltip='List of conditioning lists')])",io.String.Input:folder_name(default='training_dataset'),io.Latent.Output:(display_name='latents';is_output_list=True;tooltip='List of latent dicts') | io.Conditioning.Output:(display_name='conditioning';is_output_list=True;tooltip='List of conditioning lists'),False,"[true, true]",False,False,LoadTrainingDataset.execute (comfy_extras/nodes_dataset.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,class raises: ValueError(f'Dataset directory not found: {dataset_dir}') | ValueError(f'No shard files found in {dataset_dir}'); uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_dataset.py,LoadTrainingDataset,1524,,ComfyExtension.get_node_list,COMFY-NODE-0347
LoadVideo,LoadVideo,Load Video,video,ComfyUI,built-in node,active,code-inferred,high,V3,"@classmethod def define_schema(cls): input_dir = folder_paths.get_input_directory() files = [f for f in os.listdir(input_dir) if os.path.isfile(os.path.join(input_dir, f))] files = folder_paths.filter_files_content_types(files, ['video']) return io.Schema(node_id='LoadVideo', search_aliases=['import video', 'open video', 'video file'], display_name='Load Video', category='video', essentials_category='Basics', inputs=[io.Combo.Input('file', options=sorted(files), upload=io.UploadType.video)], outputs=[io.Video.Output()])",io.Combo.Input:file(options=sorted(files)),io.Video.Output:,False,[false],False,False,LoadVideo.execute (comfy_extras/nodes_video.py),custom validator plus executor schema/type/range validation,custom IS_CHANGED/fingerprint_inputs plus executor cache policy,custom change detection,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_video.py,LoadVideo,193,,ComfyExtension.get_node_list,COMFY-NODE-0348
LoraLoader,LoraLoader,Load LoRA (Model and CLIP),model/loaders,ComfyUI,built-in node,active,code-inferred,high,V1,"nodes.py:LoraLoader.INPUT_TYPES @classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL', {'tooltip': 'The diffusion model the LoRA will be applied to.'}), 'clip': ('CLIP', {'tooltip': 'The CLIP model the LoRA will be applied to.'}), 'lora_name': (folder_paths.get_filename_list('loras'), {'tooltip': 'The name of the LoRA.'}), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the diffusion model. This value can be negative.'}), 'strength_clip': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the CLIP model. This value can be negative.'})}} | nodes.py:LoraLoader.RETURN_TYPES=('MODEL', 'CLIP') | nodes.py:LoraLoader.FUNCTION='load_lora'","@classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL', {'tooltip': 'The diffusion model the LoRA will be applied to.'}), 'clip': ('CLIP', {'tooltip': 'The CLIP model the LoRA will be applied to.'}), 'lora_name': (folder_paths.get_filename_list('loras'), {'tooltip': 'The name of the LoRA.'}), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the diffusion model. This value can be negative.'}), 'strength_clip': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the CLIP model. This value can be negative.'})}}","('MODEL', 'CLIP')",False,False,False,False,load_lora,executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,nodes.py,LoraLoader,693,,NODE_CLASS_MAPPINGS,COMFY-NODE-0349
LoraLoaderBypass,LoraLoaderBypass,Load LoRA (Bypass) (For debugging),model/loaders,ComfyUI,built-in node,experimental,code-inferred,high,V1,"comfy_extras/nodes_lora_debug.py:LoraLoaderBypass.INPUT_TYPES @classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL', {'tooltip': 'The diffusion model the LoRA will be applied to.'}), 'clip': ('CLIP', {'tooltip': 'The CLIP model the LoRA will be applied to.'}), 'lora_name': (folder_paths.get_filename_list('loras'), {'tooltip': 'The name of the LoRA.'}), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the diffusion model. This value can be negative.'}), 'strength_clip': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the CLIP model. This value can be negative.'})}} | comfy_extras/nodes_lora_debug.py:LoraLoaderBypass.RETURN_TYPES=('MODEL', 'CLIP') | comfy_extras/nodes_lora_debug.py:LoraLoaderBypass.FUNCTION='load_lora'","@classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL', {'tooltip': 'The diffusion model the LoRA will be applied to.'}), 'clip': ('CLIP', {'tooltip': 'The CLIP model the LoRA will be applied to.'}), 'lora_name': (folder_paths.get_filename_list('loras'), {'tooltip': 'The name of the LoRA.'}), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the diffusion model. This value can be negative.'}), 'strength_clip': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01, 'tooltip': 'How strongly to modify the CLIP model. This value can be negative.'})}}","('MODEL', 'CLIP')",False,False,False,False,load_lora,executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_lora_debug.py,LoraLoaderBypass,6,,NODE_CLASS_MAPPINGS,COMFY-NODE-0350
LoraLoaderBypassModelOnly,LoraLoaderBypassModelOnly,"Load LoRA (Bypass, Model Only) (for debugging)",model/loaders,ComfyUI,built-in node,experimental,code-inferred,high,V1,"comfy_extras/nodes_lora_debug.py:LoraLoaderBypassModelOnly.INPUT_TYPES @classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL',), 'lora_name': (folder_paths.get_filename_list('loras'),), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01})}} | comfy_extras/nodes_lora_debug.py:LoraLoaderBypassModelOnly.RETURN_TYPES=('MODEL',) | comfy_extras/nodes_lora_debug.py:LoraLoaderBypassModelOnly.FUNCTION='load_lora_model_only'","@classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL',), 'lora_name': (folder_paths.get_filename_list('loras'),), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01})}}","('MODEL',)",False,False,False,False,load_lora_model_only,executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_lora_debug.py,LoraLoaderBypassModelOnly,57,,NODE_CLASS_MAPPINGS,COMFY-NODE-0351
LoraLoaderModelOnly,LoraLoaderModelOnly,Load LoRA,model/loaders,ComfyUI,built-in node,active,code-inferred,high,V1,"nodes.py:LoraLoaderModelOnly.INPUT_TYPES @classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL',), 'lora_name': (folder_paths.get_filename_list('loras'),), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01})}} | nodes.py:LoraLoaderModelOnly.RETURN_TYPES=('MODEL',) | nodes.py:LoraLoaderModelOnly.FUNCTION='load_lora_model_only'","@classmethod def INPUT_TYPES(s): return {'required': {'model': ('MODEL',), 'lora_name': (folder_paths.get_filename_list('loras'),), 'strength_model': ('FLOAT', {'default': 1.0, 'min': -100.0, 'max': 100.0, 'step': 0.01})}}","('MODEL',)",False,False,False,False,load_lora_model_only,executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,nodes.py,LoraLoaderModelOnly,740,,NODE_CLASS_MAPPINGS,COMFY-NODE-0352
LoraModelLoader,LoraModelLoader,Load LoRA Model,model/loaders,ComfyUI,built-in node,experimental,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='LoraModelLoader', display_name='Load LoRA Model', category='model/loaders', is_experimental=True, inputs=[io.Model.Input('model', tooltip='The diffusion model the LoRA will be applied to.'), io.Custom('LORA_MODEL').Input('lora', tooltip='The LoRA model to apply to the diffusion model.'), io.Float.Input('strength_model', default=1.0, min=-100.0, max=100.0, tooltip='How strongly to modify the diffusion model. This value can be negative.'), io.Boolean.Input('bypass', default=False, tooltip='When enabled, applies LoRA in bypass mode without modifying base model weights. Useful for training and when model weights are offloaded.')], outputs=[io.Model.Output(display_name='model', tooltip='The modified diffusion model.')])",io.Model.Input:model | io.Custom.Input:lora | io.Float.Input:strength_model(default=1.0;min=-100.0;max=100.0) | io.Boolean.Input:bypass(default=False),io.Model.Output:(display_name='model';tooltip='The modified diffusion model.'),False,[false],False,False,LoraModelLoader.execute (comfy_extras/nodes_train.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_train.py,LoraModelLoader,1312,,ComfyExtension.get_node_list,COMFY-NODE-0353
LoraSave,LoraSave,Extract and Save Lora,experimental,ComfyUI,built-in node,experimental,code-inferred,high,V3,"@classmethod def define_schema(cls): return io.Schema(node_id='LoraSave', search_aliases=['export lora'], display_name='Extract and Save Lora', category='experimental', inputs=[io.String.Input('filename_prefix', default='loras/ComfyUI_extracted_lora'), io.Int.Input('rank', default=8, min=1, max=4096, step=1, advanced=True), io.Combo.Input('lora_type', options=tuple(LORA_TYPES.keys()), advanced=True), io.Boolean.Input('bias_diff', default=True, advanced=True), io.Model.Input('model_diff', tooltip='The ModelSubtract output to be converted to a lora.', optional=True), io.Clip.Input('text_encoder_diff', tooltip='The CLIPSubtract output to be converted to a lora.', optional=True)], is_experimental=True, is_output_node=True)",io.String.Input:filename_prefix(default='loras/ComfyUI_extracted_lora') | io.Int.Input:rank(default=8;min=1;max=4096;step=1;advanced=True) | io.Combo.Input:lora_type(options=tuple(LORA_TYPES.keys());advanced=True) | io.Boolean.Input:bias_diff(default=True;advanced=True) | io.Model.Input:model_diff(optional=True) | io.Clip.Input:text_encoder_diff(optional=True),[],False,[],False,True,LoraSave.execute (comfy_extras/nodes_lora_extract.py),executor schema/type/range validation,input-signature cache; re-executes when inputs/upstream change,default input/upstream signature,ExecutionBlocker propagates and blocks downstream,uncaught failures surface as execution_error with node/type/input/traceback; interruption surfaces execution_interrupted,comfy_extras/nodes_lora_extract.py,LoraSave,87,,ComfyExtension.get_node_list,COMFY-NODE-0354
