record_id,path,title,description,role,domain,availability,document_evidence_level,corroboration_status,corroborated_feature_ids,native_parity_treatment
COMFY-DOC-91B631DA9EEB,built-in-nodes/ByteDanceTextToVideoNode.mdx,ByteDanceTextToVideoNode - ComfyUI Built-in Node Documentation,"Complete documentation for the ByteDanceTextToVideoNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0044,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-842BCE554B99,built-in-nodes/CFGGuider.mdx,CFGGuider - ComfyUI Built-in Node Documentation,"Complete documentation for the CFGGuider node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0048,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-AEEE84FF70D3,built-in-nodes/CFGNorm.mdx,CFGNorm - ComfyUI Built-in Node Documentation,"Complete documentation for the CFGNorm node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0049,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DB5B1E9B8DA3,built-in-nodes/CFGOverride.mdx,CFGOverride - ComfyUI Built-in Node Documentation,"Complete documentation for the CFGOverride node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0050,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CFEA2FDD037A,built-in-nodes/CFGZeroStar.mdx,CFGZeroStar - ComfyUI Built-in Node Documentation,"Complete documentation for the CFGZeroStar node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0051,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-BE8230C2FBDA,built-in-nodes/CLIPAdd.mdx,CLIPAdd - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPAdd node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-class-name-exact; executable-backend-registry,COMFY-NODE-0059,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-AEBF839AD4B1,built-in-nodes/CLIPAttentionMultiply.mdx,CLIPAttentionMultiply - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPAttentionMultiply node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0057,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-01DA55E835C8,built-in-nodes/CLIPMergeAdd.mdx,CLIPMergeAdd - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPMergeAdd node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0059,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D82A795A9EFB,built-in-nodes/CLIPMergeSubtract.mdx,CLIPMergeSubtract - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPMergeSubtract node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0061,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4484E38966A5,built-in-nodes/CLIPSubtract.mdx,CLIPSubtract - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPSubtract node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-class-name-exact; executable-backend-registry,COMFY-NODE-0061,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C64CBE84D859,built-in-nodes/CLIPTextEncodeControlnet.mdx,CLIPTextEncodeControlnet - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPTextEncodeControlnet node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0065,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C3F9892E214B,built-in-nodes/CLIPTextEncodeHiDream.mdx,CLIPTextEncodeHiDream - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPTextEncodeHiDream node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0067,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EC48094709A0,built-in-nodes/CLIPTextEncodeKandinsky5.mdx,CLIPTextEncodeKandinsky5 - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPTextEncodeKandinsky5 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0069,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A001F19AE514,built-in-nodes/CLIPTextEncodeLumina2.mdx,CLIPTextEncodeLumina2 - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPTextEncodeLumina2 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0070,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A90F5AB376EF,built-in-nodes/CLIPTextEncodePixArtAlpha.mdx,CLIPTextEncodePixArtAlpha - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPTextEncodePixArtAlpha node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0071,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8E400FD3C9FD,built-in-nodes/CLIPTextEncodeSD3.mdx,CLIPTextEncodeSD3 - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPTextEncodeSD3 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0072,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D3927BE9857D,built-in-nodes/Canny.mdx,Canny - ComfyUI Built-in Node Documentation,"Complete documentation for the Canny node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0045,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7F260FA04F6F,built-in-nodes/CaseConverter.mdx,CaseConverter - ComfyUI Built-in Node Documentation,"Complete documentation for the CaseConverter node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0046,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-560031351BE9,built-in-nodes/CenterCropImages.mdx,CenterCropImages - ComfyUI Built-in Node Documentation,"Complete documentation for the CenterCropImages node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0047,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C2AC3FB6FAD4,built-in-nodes/CheckpointLoader.mdx,CheckpointLoader - ComfyUI Built-in Node Documentation,"Complete documentation for the CheckpointLoader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0052,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7810D5E283C2,built-in-nodes/CheckpointLoaderSimple.mdx,CheckpointLoaderSimple - ComfyUI Built-in Node Documentation,"Complete documentation for the CheckpointLoaderSimple node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0053,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E3B837FD5A6A,built-in-nodes/CheckpointSave.mdx,CheckpointSave - ComfyUI Built-in Node Documentation,"Complete documentation for the CheckpointSave node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0054,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7107D183ACB6,built-in-nodes/ChromaRadianceOptions.mdx,ChromaRadianceOptions - ComfyUI Built-in Node Documentation,"Complete documentation for the ChromaRadianceOptions node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0055,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EF4C574F52AA,built-in-nodes/ClaudeNode.mdx,ClaudeNode - ComfyUI Built-in Node Documentation,"Complete documentation for the ClaudeNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0056,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-012A1673E536,built-in-nodes/ClipLoader.mdx,CLIPLoader - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPLoader node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-case-or-punctuation; executable-backend-registry,COMFY-NODE-0058,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-23AE10A7B454,built-in-nodes/ClipMergeSimple.mdx,CLIPMergeSimple - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPMergeSimple node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-case-or-punctuation; executable-backend-registry,COMFY-NODE-0060,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7C98A64E0A1B,built-in-nodes/ClipSave.mdx,CLIPSave - ComfyUI Built-in Node Documentation,"Complete documentation for the CLIPSave node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-case-or-punctuation; executable-backend-registry,COMFY-NODE-0062,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
